"","Pedigree.Unified","P1.IG","P1.Specie","P1.Type","P2.IG","P2.Specie","P2.Type","P3.IG","P3.Specie","P3.Type"
"f42321abf9ec","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"211aa9e14db6","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"b8cbfbe5df53","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"09c9d44c1c0f","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"a1218ed6b5b8","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"336ae4327536","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"d997a5883a77","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"280a3eb6a017","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"d07334963d15","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"a54e80824709","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"73ea4bceb6e3","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"2893b394d454","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"0569aa5e1f32","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"085ea3442954","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"8c9612357707","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"eb7af9ba62e8","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"4bb89abd6305","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"8dabe6403020","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"024a9e98bb20","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"3a0fd0a0108c","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"244f24041dd0","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"c48a4f117f6d","Pedigree.Unified.124",47620,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"03eaf7da3eb3","Pedigree.Unified.124",47620,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"d7d3266d4bc0","Pedigree.Unified.126",NA,"","",NA,"","",NA,"",""
"9645812c288c","Pedigree.Unified.126",NA,"","",NA,"","",NA,"",""
"61a310bfe18c","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"dd7db6648093","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"e597fe0fd943","Pedigree.Unified.138",NA,"","",NA,"","",NA,"",""
"f38a488705b2","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"184bf6c6373e","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"e0ac4499c475","Pedigree.Unified.114",47572,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"3aa2590fb152","Pedigree.Unified.116",47595,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"f6e209f152bc","Pedigree.Unified.116",47595,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"c4809d46e2c2","Pedigree.Unified.116",47595,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"8ae75011c69f","Pedigree.Unified.116",47595,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"7303f7051748","Pedigree.Unified.116",47595,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"c02f2e66ebf4","Pedigree.Unified.132",NA,"","",NA,"","",NA,"",""
"979b13a0b55b","Pedigree.Unified.131",NA,"","",NA,"","",NA,"",""
"4899d1da7873","Pedigree.Unified.133",NA,"","",NA,"","",NA,"",""
"d705ff656764","Pedigree.Unified.135",NA,"","",NA,"","",NA,"",""
"bf720a396637","Pedigree.Unified.63",961081,"","",NA,"","",NA,"",""
"75152a20aa14","Pedigree.Unified.125",NA,"","",NA,"","",NA,"",""
"e6c4f9ef1328","Pedigree.Unified.136",NA,"","",NA,"","",NA,"",""
"740ba5aca2a5","Pedigree.Unified.127",NA,"","",NA,"","",NA,"",""
"e4942856cb85","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"c9314bd8fea7","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"1b3cb1448b13","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"3c9aee8f29c5","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"d9a690090024","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"68c3f71a50ef","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"9ed3c8fbe58b","Pedigree.Unified.115",47573,"Aegilops bicornis var. bicornis","Wild",NA,"","",NA,"",""
"c93b2795bc93","Pedigree.Unified.43",NA,"","",NA,"","",NA,"",""
"b2be20f6537e","Pedigree.Unified.68",NA,"","",NA,"","",NA,"",""
"a0e4a54636fe","Pedigree.Unified.113",NA,"","",NA,"","",NA,"",""
"d34e1bbc8b7a","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"8739de36b058","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"df5c607afadf","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"87c3797b856c","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"b9e20b5573f3","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"e3e838515082","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"63432a44897f","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"ab9645a9d8f2","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"2b283d960280","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"420edb692001","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"5b714cc40436","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"c69876f3ab5f","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"b1c6945f5b68","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"8f5add069d06","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"d918e9581124","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"741fe81f910c","Pedigree.Unified.111",NA,"","",NA,"","",NA,"",""
"f493d61ed005","Pedigree.Unified.112",NA,"","",NA,"","",NA,"",""
"6dd67d6a4668","Pedigree.Unified.117",NA,"","",NA,"","",NA,"",""
"dae9111d4bf0","Pedigree.Unified.110",NA,"","",NA,"","",NA,"",""
"b45b9a171899","Pedigree.Unified.65",NA,"","",NA,"","",NA,"",""
"1bf38b37c8f4","Pedigree.Unified.168",NA,"","",NA,"","",NA,"",""
"ae0a2bf46010","Pedigree.Unified.137",NA,"","",NA,"","",NA,"",""
"83dcdb191327","Pedigree.Unified.67",NA,"","",NA,"","",NA,"",""
"d36a4436d8db","Pedigree.Unified.8",139592,"Triticum aestivum subsp. aestivum","Landrace",45135,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"c58c877cdc7b","Pedigree.Unified.8",139592,"Triticum aestivum subsp. aestivum","Landrace",45135,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"38922b7b51ba","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"cbc4b59e7ce6","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"eed27f5a9a32","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"a6e9520b36a0","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"b7520a54d4f2","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"afc2d3998591","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"5e7352eec22b","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"88c991193306","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"6cee9d68491d","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"46835e79f778","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"76fed0398436","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"d1ee1836335e","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"fe56861704b3","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"a36ec7b9efac","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"e78683032f2d","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"81d008fbefd3","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"982eff2aa6fa","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"d4ee86fe53bb","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"b8e3ad9620ea","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"4039d1464e9f","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"3293189dcbc7","Pedigree.Unified.2",108768,"Triticum turgidum subsp. durum","Landrace",140873,"Triticum aethiopicum","Landrace",NA,"",""
"f4e84fd2fd90","Pedigree.Unified.3",108768,"Triticum turgidum subsp. durum","Landrace",84859,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"50c036a60f50","Pedigree.Unified.3",108768,"Triticum turgidum subsp. durum","Landrace",84859,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"1d0eb973eae8","Pedigree.Unified.3",108768,"Triticum turgidum subsp. durum","Landrace",84859,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"7ea050c1c05f","Pedigree.Unified.3",108768,"Triticum turgidum subsp. durum","Landrace",84859,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"3a771bc1b16d","Pedigree.Unified.9",140368,"Triticum turgidum subsp. durum","Cultivar",98886,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"",""
"09583d774da6","Pedigree.Unified.9",140368,"Triticum turgidum subsp. durum","Cultivar",98886,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"",""
"1ea254057d09","Pedigree.Unified.1",108753,"Triticum aestivum subsp. aestivum","Landrace",NA,"","",NA,"",""
"5c8f4dc42da2","Pedigree.Unified.1",108753,"Triticum aestivum subsp. aestivum","Landrace",NA,"","",NA,"",""
"99ee9ee6bdf8","Pedigree.Unified.12",42776,"Triticum aestivum subsp. aestivum","Landrace",44991,"Triticum aestivum subsp. compactum","Landrace",NA,"",""
"092ba7e8cb8e","Pedigree.Unified.12",42776,"Triticum aestivum subsp. aestivum","Landrace",44991,"Triticum aestivum subsp. compactum","Landrace",NA,"",""
"d41ff846b478","Pedigree.Unified.13",42776,"Triticum aestivum subsp. aestivum","Landrace",44992,"Triticum aestivum subsp. compactum","Landrace",NA,"",""
"b5a2db7d2acd","Pedigree.Unified.4",127714,"Triticum aestivum subsp. aestivum","Landrace",45137,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"3d04a7b0c0bd","Pedigree.Unified.4",127714,"Triticum aestivum subsp. aestivum","Landrace",45137,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"618b81f33d42","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"bc8fef6c6cae","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"ced82bdcda33","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"6253d7fa0104","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"eaca21f3df17","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"76dc986a1e81","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"01bf0a1184c3","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"73eeaa4f9214","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"d0157c578085","Pedigree.Unified.11",140411,"Triticum aestivum subsp. aestivum","Cultivar",45155,"Triticum turgidum subsp. carthlicum","Landrace",NA,"",""
"b3952c6d63d1","Pedigree.Unified.6",139558,"Triticum aestivum subsp. aestivum","Landrace",45124,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"be1a398f007c","Pedigree.Unified.6",139558,"Triticum aestivum subsp. aestivum","Landrace",45124,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"6ca282bc91d2","Pedigree.Unified.6",139558,"Triticum aestivum subsp. aestivum","Landrace",45124,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"3fd38eaaa6c7","Pedigree.Unified.6",139558,"Triticum aestivum subsp. aestivum","Landrace",45124,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"ecd272210afe","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"b3adf2b8ebbf","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"33352c25cfaf","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"ad02fe135e80","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"6fcf62f37d68","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"d611a8623a3c","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"36c7a5993e7c","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"bd9b1dfcd47a","Pedigree.Unified.75",NA,"","",NA,"","",NA,"",""
"d67592c6834e","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"8c1a704430a5","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"daa7dc8a5cbc","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"39c2c8a52654","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"edbddb920deb","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"71526b9bfd98","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"d8907fd4c175","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"633e8b249cce","Pedigree.Unified.14",91293,"Triticum turgidum subsp. durum","Unreleased breeder",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"d5c5c7572c10","Pedigree.Unified.5",135226,"Triticum turgidum subsp. durum","Unreleased breeder",45450,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"955dbe9b8bc9","Pedigree.Unified.5",135226,"Triticum turgidum subsp. durum","Unreleased breeder",45450,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"d23143e430b5","Pedigree.Unified.5",135226,"Triticum turgidum subsp. durum","Unreleased breeder",45450,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"f813307570db","Pedigree.Unified.5",135226,"Triticum turgidum subsp. durum","Unreleased breeder",45450,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"c406028140ab","Pedigree.Unified.5",135226,"Triticum turgidum subsp. durum","Unreleased breeder",45450,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"f8876ae54e71","Pedigree.Unified.17",92119,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"74ec618c494a","Pedigree.Unified.17",92119,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"b55c54814bf9","Pedigree.Unified.16",92119,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"6a29563d1ccf","Pedigree.Unified.16",92119,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"e961ee2700f5","Pedigree.Unified.16",92119,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"154d4b705b1b","Pedigree.Unified.16",92119,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"4a88b9ba3f36","Pedigree.Unified.16",92119,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"3cc01fb2cee0","Pedigree.Unified.19",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"5365b8cb0e1a","Pedigree.Unified.19",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"8456542f99fd","Pedigree.Unified.19",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"2322cc80d293","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"5658cc4d25a6","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"3934eb9387d4","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"27dca00b3c22","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"f96faa35174e","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"47e0f5448542","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"e0277eb6a8b4","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"cca0747a243f","Pedigree.Unified.21",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46655,"Aegilops tauschii","Wild",NA,"",""
"94157b14108a","Pedigree.Unified.23",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"2ed31827b1d7","Pedigree.Unified.23",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"cd2f92c7f3d4","Pedigree.Unified.23",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"89871bc1e703","Pedigree.Unified.23",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"66cd602f6050","Pedigree.Unified.23",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"7e130fdf974e","Pedigree.Unified.23",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"e9b39becd61c","Pedigree.Unified.22",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"1c647c9b73fd","Pedigree.Unified.22",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"e74bab3fa779","Pedigree.Unified.22",95486,"Triticum turgidum subsp. durum","Unreleased breeder",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"eb696d3380ea","Pedigree.Unified.26",95784,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"bf2b739ef871","Pedigree.Unified.26",95784,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"b122251e677c","Pedigree.Unified.26",95784,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"d1b745e7f831","Pedigree.Unified.26",95784,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"9c4fef54f095","Pedigree.Unified.26",95784,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"d881d6d1069b","Pedigree.Unified.26",95784,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"49c730389aaf","Pedigree.Unified.26",95784,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"a3097f77ff4c","Pedigree.Unified.28",97832,"Triticum turgidum subsp. durum","Cultivar",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"9e011f275490","Pedigree.Unified.28",97832,"Triticum turgidum subsp. durum","Cultivar",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"f7d7cfb7cc83","Pedigree.Unified.28",97832,"Triticum turgidum subsp. durum","Cultivar",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"a2a29b80e1fa","Pedigree.Unified.28",97832,"Triticum turgidum subsp. durum","Cultivar",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"da8c69b86f4e","Pedigree.Unified.28",97832,"Triticum turgidum subsp. durum","Cultivar",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"1b57970677d2","Pedigree.Unified.28",97832,"Triticum turgidum subsp. durum","Cultivar",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"d4f4adf1d4a5","Pedigree.Unified.28",97832,"Triticum turgidum subsp. durum","Cultivar",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"0b8ff71fd883","Pedigree.Unified.33",98898,"Triticum turgidum subsp. durum","Unreleased breeder",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"bb18574c0cfd","Pedigree.Unified.32",98898,"Triticum turgidum subsp. durum","Unreleased breeder",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"21f8240d6f39","Pedigree.Unified.34",98898,"Triticum turgidum subsp. durum","Unreleased breeder",45450,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"ea2c9406dfee","Pedigree.Unified.34",98898,"Triticum turgidum subsp. durum","Unreleased breeder",45450,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"b1f744f28546","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"9b2381448b32","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"f414453253d7","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"88b86540c04e","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"b36047b371f3","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"693aaec02365","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"3394d4adae14","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"f720340c16f8","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"972137465f0d","Pedigree.Unified.29",98804,"Triticum turgidum subsp. durum","",45380,"Triticum turgidum subsp. dicoccon","Landrace",NA,"",""
"b6cc30e83641","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"30dcf6d0055d","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"671e6541bdea","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"5c5dcdef661d","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"10c2e92cb234","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"010f2f358855","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"b19f79d4d5ae","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"d9013fdb14f6","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"e3d8075c4133","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"7ac68440bee1","Pedigree.Unified.100",142006,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"69d535fd0eba","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
